id,degree,is_paying,bachelor_course,master_couse,specialty,SDistrict,plan_to_move_to_distant,payments_for_distant,self_efficiency
532732,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",ЦФО,NA,NA,Скорее не согласен(-на)
532734,В бакалавриате,На бюджетном месте,3 курс,NA,Компьютерные науки,ЦФО,NA,NA,Скорее не согласен(-на)
532738,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,ЮФО,NA,NA,Скорее согласен(-на)
532742,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Полностью согласен(-на)
532743,В специалитете,На месте с оплатой обучения,4 курс,NA,Экономика и менеджмент,УФО,NA,NA,Скорее согласен(-на)
532753,В бакалавриате,На месте с оплатой обучения,3 курс,NA,Компьютерные науки,ПФО,NA,NA,Абсолютно не согласен(-на)
532756,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Искусство и культура,СЗФО,NA,NA,Абсолютно не согласен(-на)
532764,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее не согласен(-на)
532765,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее согласен(-на)
532769,В бакалавриате,На бюджетном месте,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СКФО,NA,NA,Скорее не согласен(-на)
532772,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее не согласен(-на)
532774,В бакалавриате,На месте с оплатой обучения,3 курс,NA,Искусство и культура,ПФО,NA,NA,NA
532785,В специалитете,На бюджетном месте,1 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,Полностью согласен(-на)
532792,В бакалавриате,На бюджетном месте,4 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ЦФО,NA,NA,Скорее не согласен(-на)
532794,В специалитете,На бюджетном месте,4 курс,NA,Затрудняюсь ответить,ЦФО,NA,NA,Полностью согласен(-на)
532795,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Социальные науки (социология, психология и т.д.)",СКФО,NA,NA,Скорее не согласен(-на)
532796,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,ЦФО,NA,NA,Скорее не согласен(-на)
532799,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее не согласен(-на)
532802,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Затрудняюсь ответить
532805,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Полностью согласен(-на)
532807,В специалитете,На бюджетном месте,2 курс,NA,Затрудняюсь ответить,ЦФО,NA,NA,Абсолютно не согласен(-на)
532812,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее согласен(-на)
532813,В бакалавриате,На месте с оплатой обучения,2 курс,NA,Здравоохранение и медицинские науки,ПФО,NA,NA,Полностью согласен(-на)
532819,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
532820,В бакалавриате,На бюджетном месте,1 курс,NA,"Социальные науки (социология, психология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
532821,В бакалавриате,На бюджетном месте,3 курс,NA,Компьютерные науки,ЦФО,NA,NA,Полностью согласен(-на)
532823,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СКФО,NA,NA,Скорее не согласен(-на)
532827,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Экономика и менеджмент,ПФО,NA,100,Абсолютно не согласен(-на)
532829,В специалитете,На бюджетном месте,4 курс,NA,Здравоохранение и медицинские науки,ПФО,NA,NA,Полностью согласен(-на)
532838,В специалитете,На бюджетном месте,1 курс,NA,Математика,ЦФО,NA,NA,NA
532841,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее не согласен(-на)
532842,В бакалавриате,На месте с оплатой обучения,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
532844,В специалитете,На бюджетном месте,3 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ЮФО,NA,NA,Абсолютно не согласен(-на)
532847,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ПФО,NA,NA,Затрудняюсь ответить
532849,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
532851,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее не согласен(-на)
532853,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Скорее согласен(-на)
532856,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
532860,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Социальные науки (социология, психология и т.д.)",УФО,NA,NA,Скорее согласен(-на)
532869,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,NA
532872,В бакалавриате,На бюджетном месте,2 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
532883,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,СКФО,NA,NA,Скорее согласен(-на)
532886,В специалитете,На бюджетном месте,1 курс,NA,Здравоохранение и медицинские науки,УФО,NA,NA,Затрудняюсь ответить
532888,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
532889,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Затрудняюсь ответить
532890,В бакалавриате,На бюджетном месте,3 курс,NA,Компьютерные науки,СКФО,NA,NA,Скорее не согласен(-на)
532892,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее не согласен(-на)
532893,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее не согласен(-на)
532894,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Полностью согласен(-на)
532898,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Абсолютно не согласен(-на)
532901,В специалитете,На бюджетном месте,2 курс,NA,Сельское хозяйство и сельскохозяйственные науки,ЮФО,NA,NA,Полностью согласен(-на)
532903,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
532905,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Абсолютно не согласен(-на)
532906,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее не согласен(-на)
532907,В бакалавриате,На бюджетном месте,1 курс,NA,Искусство и культура,ЦФО,NA,NA,Скорее согласен(-на)
532909,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее согласен(-на)
532911,В магистратуре,На бюджетном месте,NA,2 курс,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
532914,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее согласен(-на)
532920,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
532924,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
532925,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее не согласен(-на)
532926,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,Скорее не согласен(-на)
532928,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
532931,В специалитете,На бюджетном месте,2 курс,NA,Здравоохранение и медицинские науки,СЗФО,NA,NA,Полностью согласен(-на)
532939,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,УФО,NA,NA,Полностью согласен(-на)
532940,В специалитете,На бюджетном месте,5 курс,NA,Компьютерные науки,СЗФО,NA,NA,Скорее не согласен(-на)
532942,В бакалавриате,На бюджетном месте,5 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
532943,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Абсолютно не согласен(-на)
532948,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,NA
532949,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Полностью согласен(-на)
532952,В специалитете,На бюджетном месте,2 курс,NA,"Социальные науки (социология, психология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
532954,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,ПФО,NA,NA,Абсолютно не согласен(-на)
532955,В бакалавриате,На бюджетном месте,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ПФО,NA,NA,Полностью согласен(-на)
532960,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СЗФО,NA,NA,Абсолютно не согласен(-на)
532961,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее согласен(-на)
532965,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,Скорее не согласен(-на)
532970,В бакалавриате,На бюджетном месте,4 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СЗФО,NA,NA,Абсолютно не согласен(-на)
532975,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,0,Полностью согласен(-на)
532979,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,ПФО,NA,NA,Затрудняюсь ответить
532981,В магистратуре,На бюджетном месте,NA,1 курс,"Гуманитарные науки (философия, филология и т.д.)",ПФО,NA,NA,Скорее не согласен(-на)
532986,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
532987,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СЗФО,NA,NA,Скорее не согласен(-на)
532988,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее не согласен(-на)
532994,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
532997,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее не согласен(-на)
532998,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
533002,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Скорее согласен(-на)
533003,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Полностью согласен(-на)
533004,В бакалавриате,На бюджетном месте,1 курс,NA,Затрудняюсь ответить,ПФО,NA,NA,Скорее согласен(-на)
533005,В магистратуре,На бюджетном месте,NA,1 курс,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Затрудняюсь ответить
533008,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,Скорее не согласен(-на)
533010,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее не согласен(-на)
533011,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Абсолютно не согласен(-на)
533016,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,ПФО,NA,NA,Абсолютно не согласен(-на)
533019,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
533021,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
533023,В бакалавриате,На бюджетном месте,3 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,NA
533025,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее не согласен(-на)
533026,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ДВФО,NA,NA,Полностью согласен(-на)
533028,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Полностью согласен(-на)
533032,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Образование и педагогические науки,ЮФО,NA,NA,Полностью согласен(-на)
533033,В специалитете,На бюджетном месте,4 курс,NA,Здравоохранение и медицинские науки,ПФО,NA,NA,Абсолютно не согласен(-на)
533035,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,ПФО,NA,NA,Полностью согласен(-на)
533037,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Полностью согласен(-на)
533039,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Полностью согласен(-на)
533041,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Полностью согласен(-на)
533044,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее не согласен(-на)
533046,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Полностью согласен(-на)
533047,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Оборона и безопасность государства, военные науки",ПФО,NA,NA,Скорее согласен(-на)
533048,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",ЮФО,NA,NA,Скорее не согласен(-на)
533049,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",ЦФО,NA,NA,Скорее не согласен(-на)
533051,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
533052,В бакалавриате,На бюджетном месте,4 курс,NA,Искусство и культура,ПФО,NA,NA,NA
533054,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее не согласен(-на)
533056,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Полностью согласен(-на)
533059,В специалитете,На месте с оплатой обучения,1 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
533060,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
533064,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее не согласен(-на)
533065,В магистратуре,На бюджетном месте,NA,1 курс,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,Абсолютно не согласен(-на)
533068,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее согласен(-на)
533069,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Полностью согласен(-на)
533070,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Полностью согласен(-на)
533071,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
533080,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
533081,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее согласен(-на)
533083,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,ДВФО,NA,NA,Скорее не согласен(-на)
533089,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее не согласен(-на)
533090,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
533091,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,СЗФО,NA,NA,Скорее согласен(-на)
533096,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
533109,В специалитете,На бюджетном месте,6 курс,NA,Здравоохранение и медицинские науки,ПФО,NA,NA,Скорее согласен(-на)
533117,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее согласен(-на)
533120,В бакалавриате,На бюджетном месте,3 курс,NA,Экономика и менеджмент,СКФО,NA,NA,Полностью согласен(-на)
533124,В бакалавриате,На месте с оплатой обучения,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее не согласен(-на)
533126,В специалитете,На бюджетном месте,2 курс,NA,Здравоохранение и медицинские науки,ЮФО,NA,NA,Скорее согласен(-на)
533127,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
533130,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",ЦФО,NA,NA,Скорее не согласен(-на)
533131,В бакалавриате,На бюджетном месте,2 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,Полностью согласен(-на)
533133,В специалитете,На бюджетном месте,3 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,Затрудняюсь ответить
533134,В бакалавриате,На бюджетном месте,2 курс,NA,"Социальные науки (социология, психология и т.д.)",ЦФО,NA,NA,NA
533135,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее не согласен(-на)
533141,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
533143,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,ПФО,NA,NA,Скорее не согласен(-на)
533144,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
533145,В специалитете,На бюджетном месте,3 курс,NA,Здравоохранение и медицинские науки,СФО,NA,NA,Скорее согласен(-на)
533146,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,ЦФО,NA,NA,Скорее не согласен(-на)
533147,В специалитете,На бюджетном месте,2 курс,NA,Здравоохранение и медицинские науки,ПФО,NA,NA,Полностью согласен(-на)
533148,В бакалавриате,На бюджетном месте,2 курс,NA,"Социальные науки (социология, психология и т.д.)",ПФО,NA,NA,Скорее согласен(-на)
533152,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Затрудняюсь ответить
533156,В бакалавриате,На бюджетном месте,3 курс,NA,Математика,ПФО,NA,NA,Затрудняюсь ответить
533161,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,СФО,NA,NA,Полностью согласен(-на)
533163,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Полностью согласен(-на)
533165,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Скорее не согласен(-на)
533172,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Полностью согласен(-на)
533173,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Полностью согласен(-на)
533174,В бакалавриате,На бюджетном месте,4 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ПФО,NA,NA,Скорее не согласен(-на)
533184,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Скорее не согласен(-на)
533187,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Искусство и культура,ПФО,NA,NA,Скорее согласен(-на)
533197,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
533198,В специалитете,На бюджетном месте,2 курс,NA,Здравоохранение и медицинские науки,ПФО,NA,NA,Скорее не согласен(-на)
533201,В специалитете,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
533210,В специалитете,На бюджетном месте,2 курс,NA,Здравоохранение и медицинские науки,СФО,NA,NA,Затрудняюсь ответить
533214,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,ДВФО,NA,NA,Скорее согласен(-на)
533220,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ЮФО,NA,NA,Скорее не согласен(-на)
533221,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Образование и педагогические науки,ЮФО,NA,NA,Абсолютно не согласен(-на)
533222,В специалитете,На месте с оплатой обучения,1 курс,NA,"Инженерное дело, технологии, технические науки",СЗФО,NA,NA,Затрудняюсь ответить
533228,В бакалавриате,На бюджетном месте,1 курс,NA,Экономика и менеджмент,ПФО,NA,NA,Скорее согласен(-на)
533232,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее не согласен(-на)
533234,В специалитете,На месте с оплатой обучения,4 курс,NA,Здравоохранение и медицинские науки,СФО,NA,NA,Абсолютно не согласен(-на)
533238,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,ПФО,NA,NA,Затрудняюсь ответить
533241,В бакалавриате,На бюджетном месте,2 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,Скорее не согласен(-на)
533242,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ЮФО,NA,NA,Скорее не согласен(-на)
533243,В специалитете,На бюджетном месте,4 курс,NA,Здравоохранение и медицинские науки,ЦФО,NA,NA,Скорее не согласен(-на)
533246,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,NA
533247,В бакалавриате,На бюджетном месте,3 курс,NA,Компьютерные науки,ПФО,NA,NA,Скорее согласен(-на)
533250,В специалитете,На бюджетном месте,1 курс,NA,"Оборона и безопасность государства, военные науки",ЦФО,NA,NA,Скорее согласен(-на)
533251,В специалитете,На бюджетном месте,2 курс,NA,Экономика и менеджмент,ЦФО,NA,NA,Скорее согласен(-на)
533254,В бакалавриате,На месте с оплатой обучения,4 курс,NA,"Социальные науки (социология, психология и т.д.)",ДВФО,NA,NA,Скорее согласен(-на)
533256,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,ДВФО,NA,NA,Полностью согласен(-на)
533258,В специалитете,На бюджетном месте,1 курс,NA,"Оборона и безопасность государства, военные науки",ЦФО,NA,NA,Скорее согласен(-на)
533268,В бакалавриате,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Затрудняюсь ответить
533272,В магистратуре,На бюджетном месте,NA,1 курс,Компьютерные науки,ПФО,NA,NA,Затрудняюсь ответить
533273,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
533276,В бакалавриате,На бюджетном месте,1 курс,NA,Компьютерные науки,ПФО,NA,NA,Затрудняюсь ответить
533278,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Скорее согласен(-на)
533279,В бакалавриате,На бюджетном месте,3 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ЦФО,NA,NA,Скорее не согласен(-на)
533281,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Экономика и менеджмент,ЦФО,NA,NA,Скорее не согласен(-на)
533286,В специалитете,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Полностью согласен(-на)
533287,В бакалавриате,На бюджетном месте,2 курс,NA,Математика,ПФО,NA,NA,Абсолютно не согласен(-на)
533291,В бакалавриате,На бюджетном месте,1 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ПФО,NA,NA,NA
533292,В специалитете,На бюджетном месте,2 курс,NA,Экономика и менеджмент,ЦФО,NA,NA,Скорее не согласен(-на)
533293,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,Скорее не согласен(-на)
533294,В бакалавриате,На бюджетном месте,2 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СЗФО,NA,NA,Абсолютно не согласен(-на)
533295,В бакалавриате,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Скорее не согласен(-на)
533296,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Затрудняюсь ответить
533298,В бакалавриате,На бюджетном месте,2 курс,NA,Математика,ПФО,NA,NA,Скорее согласен(-на)
533303,В бакалавриате,На бюджетном месте,3 курс,NA,Компьютерные науки,ПФО,NA,NA,Абсолютно не согласен(-на)
533314,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Социальные науки (социология, психология и т.д.)",СКФО,NA,NA,Полностью согласен(-на)
533316,В бакалавриате,На бюджетном месте,2 курс,NA,"Социальные науки (социология, психология и т.д.)",ЦФО,NA,NA,Скорее согласен(-на)
533319,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",УФО,NA,NA,Полностью согласен(-на)
533321,В магистратуре,На бюджетном месте,NA,1 курс,"Инженерное дело, технологии, технические науки",ЦФО,NA,NA,Абсолютно не согласен(-на)
533325,В бакалавриате,На бюджетном месте,3 курс,NA,Сельское хозяйство и сельскохозяйственные науки,УФО,NA,NA,Абсолютно не согласен(-на)
533328,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СКФО,NA,NA,Абсолютно не согласен(-на)
533330,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",ЮФО,NA,NA,Скорее не согласен(-на)
533331,В бакалавриате,На бюджетном месте,3 курс,NA,Экономика и менеджмент,ЮФО,NA,NA,Скорее не согласен(-на)
533335,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
533338,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Социальные науки (социология, психология и т.д.)",ЮФО,NA,NA,Скорее не согласен(-на)
533342,В специалитете,На бюджетном месте,4 курс,NA,Здравоохранение и медицинские науки,ПФО,NA,NA,Абсолютно не согласен(-на)
533343,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,ЦФО,NA,NA,NA
533345,В бакалавриате,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
